3.263332e-03 1.144500e-02 -1.794451e-02
3.634088e-03 1.177698e-02 -1.768406e-02
3.255382e-03 1.250910e-02 -1.801945e-02
3.478762e-03 1.125147e-02 -1.745889e-02
2.935614e-03 1.198452e-02 -1.809665e-02
3.625409e-03 1.152108e-02 -1.783526e-02
3.226259e-03 1.146420e-02 -1.727604e-02
3.023997e-03 1.179086e-02 -1.791743e-02
3.677890e-03 1.133089e-02 -1.765587e-02
3.000131e-03 1.127645e-02 -1.769313e-02
2.920950e-03 1.120601e-02 -1.774022e-02
3.286335e-03 1.155227e-02 -1.777425e-02
3.367280e-03 1.108390e-02 -1.723019e-02
2.991176e-03 1.102154e-02 -1.785418e-02
3.016436e-03 1.097180e-02 -1.760490e-02
3.183973e-03 1.129795e-02 -1.736053e-02
2.736985e-03 1.085399e-02 -1.768402e-02
3.550082e-03 1.077934e-02 -1.773674e-02
2.492238e-03 1.111778e-02 -1.718716e-02
3.491659e-03 1.067388e-02 -1.782482e-02
2.637953e-03 1.060547e-02 -1.726656e-02
3.112397e-03 1.014235e-02 -1.732048e-02
2.832643e-03 1.127779e-02 -1.765804e-02
2.841799e-03 1.044224e-02 -1.740986e-02
3.299307e-03 9.970611e-03 -1.716247e-02
2.384027e-03 1.072557e-02 -1.749843e-02
2.936027e-03 1.022988e-02 -1.784418e-02
3.132165e-03 1.023844e-02 -1.670990e-02
2.726357e-03 1.011330e-02 -1.763747e-02
2.401334e-03 1.047763e-02 -1.739374e-02
3.244893e-03 9.649920e-03 -1.715485e-02
2.460518e-03 1.036440e-02 -1.718670e-02
2.983128e-03 9.936834e-03 -1.725679e-02
2.261412e-03 9.457710e-03 -1.727554e-02
2.973322e-03 1.016708e-02 -1.764812e-02
2.794169e-03 9.805575e-03 -1.709077e-02
2.589566e-03 9.662007e-03 -1.715228e-02
2.300646e-03 9.266667e-03 -1.688720e-02
2.806999e-03 9.978248e-03 -1.725898e-02
2.697630e-03 9.524320e-03 -1.730838e-02
2.487143e-03 9.471618e-03 -1.734784e-02
2.891796e-03 9.458709e-03 -1.680713e-02
2.004039e-03 9.363219e-03 -1.685743e-02
2.756166e-03 8.517147e-03 -1.751397e-02
2.371098e-03 1.008700e-02 -1.756242e-02
2.820456e-03 8.783318e-03 -1.583676e-02
2.073612e-03 9.183839e-03 -1.826399e-02
2.584956e-03 9.111736e-03 -1.594649e-02
2.327264e-03 8.645848e-03 -1.835044e-02
2.595199e-03 9.442331e-03 -1.550377e-02
2.203483e-03 8.548898e-03 -1.844417e-02
2.436483e-03 8.506434e-03 -1.558447e-02
2.306403e-03 9.236054e-03 -1.801071e-02
2.477303e-03 8.048997e-03 -1.685311e-02
2.002361e-03 8.752127e-03 -1.633924e-02
2.569123e-03 9.090680e-03 -1.697989e-02
2.146966e-03 7.845519e-03 -1.764364e-02
2.041918e-03 8.648185e-03 -1.649459e-02
2.626595e-03 8.507316e-03 -1.656552e-02
